regional;idade_cliente;plan_type;Qnt_abandono;sum_recharge;recharge_frequency;rec_online_10;rec_online_35_b5;rec_online_15;sos_rec_5;rec_online_20_b2;chip_pre_rec_10;rec_online_13;rec_online_50_b8;rec_online_30_b4;rec_online_40_b6;sum_services;services_frequency;inter_avulsa;clube;entretenimento;pct_internet_mensal;prezao_diario;prezao_mensal;prezao_semanal;servicos_operadora;venda
1.0;0.01;0.0;0.06666666666666667;0.18976169461606354;0.14545454545454545;0.0;0.0;0.027777777777777776;0.16666666666666666;0.27586206896551724;0.0;0.0;0.0;0.0;0.0;0.14463713869827408;0.12080536912751677;0.024608501118568233;0.012903225806451613;0.0;0.2;0.0;0.16666666666666666;0.07692307692307693;0.25;1
0.75;0.27;1.0;0.06666666666666667;0.017652250661959402;0.00909090909090909;0.06060606060606061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009482220835932626;0.0022371364653243847;0.0;0.0064516129032258064;0.0;0.0;0.0;0.0;0.0;0.027777777777777776;1
0.375;0.01;1.0;0.0;0.008826125330979701;0.0;0.030303030303030304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0024870035350384695;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027777777777777776;0
0.125;0.35000000000000003;1.0;0.0;0.11032656663724626;0.10909090909090909;0.2727272727272727;0.0;0.0;0.0625;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.09236015803701392;0.05592841163310962;0.0;0.0064516129032258064;0.17500000000000002;0.0;0.06716417910447761;0.0;0.23076923076923075;0.0;0
0.125;0.22999999999999998;1.0;0.0;0.01323918799646955;0.00909090909090909;0.030303030303030304;0.0;0.0;0.020833333333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.007868579746309003;0.006711409395973154;0.006711409395973154;0.0;0.0;0.0;0.0;0.0;0.0;0.027777777777777776;0
0.0;0.22;1.0;0.06666666666666667;0.017652250661959402;0.00909090909090909;0.0;0.0;0.027777777777777776;0.020833333333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.008267831149927218;0.008948545861297539;0.011185682326621923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.0;0.01;1.0;0.0;0.03971756398940865;0.01818181818181818;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0433686837180287;0.07606263982102908;0.07829977628635347;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.0;0.38;1.0;0.0;0.35216240070609006;0.34545454545454546;0.21212121212121213;0.0;0.25;0.35416666666666663;0.06896551724137931;0.0;0.07142857142857142;0.0;0.08333333333333333;0.0;0.21101268454980243;0.1588366890380313;0.06935123042505592;0.01935483870967742;0.2;0.13333333333333333;0.11194029850746269;0.0;0.28205128205128205;0.05555555555555555;0
1.0;0.25;1.0;0.0;0.015887025595763462;0.00909090909090909;0.0;0.0;0.0;0.020833333333333332;0.0;0.0;0.023809523809523808;0.0;0.0;0.0;0.014888750259929298;0.017897091722595078;0.0022371364653243847;0.0;0.0;0.0;0.05970149253731343;0.0;0.0;0.0;0
0.5;0.22999999999999998;1.0;0.0;0.04236540158870256;0.01818181818181818;0.0;0.0;0.027777777777777776;0.0;0.034482758620689655;0.0;0.023809523809523808;0.0;0.0;0.0;0.04003327095030152;0.011185682326621923;0.0;0.0;0.0;0.0;0.022388059701492536;0.16666666666666666;0.0;0.0;0
1.0;0.56;1.0;0.0;0.09090909090909091;0.08181818181818182;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.023809523809523808;0.0;0.0;0.0;0.08390101892285297;0.03131991051454139;0.0;0.0;0.025;0.06666666666666667;0.029850746268656716;0.0;0.20512820512820512;0.027777777777777776;0
0.375;0.21;1.0;0.2;0.02268314210061783;0.01818181818181818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016776876689540445;0.026845637583892617;0.026845637583892617;0.0;0.0;0.0;0.0;0.0;0.0;0.027777777777777776;1
0.0;0.01;1.0;0.0;0.11915269196822595;0.06363636363636363;0.0;0.0;0.19444444444444442;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.06941983780411727;0.026845637583892617;0.006711409395973154;0.0;0.0;0.0;0.022388059701492536;0.0;0.1794871794871795;0.0;0
0.0;0.31;1.0;0.0;0.176522506619594;0.17272727272727273;0.5151515151515151;0.0;0.0;0.041666666666666664;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.15288001663547515;0.06263982102908276;0.0;0.0;0.0;0.0;0.09701492537313433;0.0;0.41025641025641024;0.0;0
0.125;0.27;1.0;0.06666666666666667;0.088261253309797;0.045454545454545456;0.0;0.0;0.027777777777777776;0.020833333333333332;0.13793103448275862;0.0;0.0;0.0;0.0;0.0;0.08304429195258889;0.03131991051454139;0.0;0.0;0.0;0.0;0.04477611940298507;0.0;0.23076923076923075;0.0;0
0.375;0.5900000000000001;1.0;0.0;0.008826125330979701;0.0;0.030303030303030304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0066126013724267;0.006711409395973154;0.0;0.0;0.0;0.0;0.029850746268656716;0.0;0.0;0.0;0
0.0;0.31;1.0;0.0;0.008826125330979701;0.0;0.030303030303030304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008301102100228738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02564102564102564;0.0;0
0.875;0.37000000000000005;1.0;0.0;0.01323918799646955;0.0;0.0;0.0;0.027777777777777776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016635475150758992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.027777777777777776;0
0.625;0.01;1.0;0.0;0.30450132391879964;0.20909090909090908;0.09090909090909091;0.0;0.5833333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28260345186109376;0.10290827740492169;0.040268456375838924;0.0;0.0;0.0;0.0;0.0;0.7435897435897436;0.0;0
1.0;0.66;1.0;0.0;0.01323918799646955;0.0;0.0;0.0;0.027777777777777776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008301102100228738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02564102564102564;0.0;0
0.125;0.35000000000000003;1.0;0.0;0.11297440423654016;0.09999999999999999;0.30303030303030304;0.0;0.027777777777777776;0.0;0.0;0.0;0.023809523809523808;0.0;0.0;0.0;0.08995633187772925;0.04250559284116331;0.008948545861297539;0.0;0.15000000000000002;0.0;0.0;0.0;0.2564102564102564;0.0;0
1.0;0.56;1.0;0.0;0.1059135039717564;0.01818181818181818;0.0;0.0;0.0;0.0;0.034482758620689655;0.0;0.0;0.18181818181818182;0.0;0.0;0.10655021834061136;0.06263982102908276;0.006711409395973154;0.0;0.0;0.0;0.007462686567164179;0.0;0.23076923076923075;0.4444444444444444;1
0.75;0.01;1.0;0.0;0.1500441306266549;0.054545454545454536;0.0;0.0;0.0;0.0;0.13793103448275862;0.0;0.0;0.0;0.25;0.0;0.16119775421085467;0.040268456375838924;0.0;0.0;0.0;0.0;0.05223880597014925;0.0;0.3076923076923077;0.0;0
0.75;0.01;1.0;0.0;0.03089143865842895;0.00909090909090909;0.0;0.0;0.027777777777777776;0.0;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.03980869203576627;0.049217002237136466;0.04250559284116331;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0
1.0;0.33;1.0;0.06666666666666667;0.2030008826125331;0.13636363636363635;0.0;0.0;0.08333333333333333;0.10416666666666666;0.27586206896551724;0.0;0.0;0.0;0.0;0.0;0.1668205448118112;0.09172259507829977;0.0022371364653243847;0.0;0.0;0.0;0.18656716417910446;0.0;0.3846153846153846;0.0;0
1.0;0.44;1.0;0.0;0.008826125330979701;0.0;0.030303030303030304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008301102100228738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02564102564102564;0.0;0
1.0;0.01;1.0;0.0;0.2118270079435128;0.10909090909090909;0.06060606060606061;0.0;0.0;0.0;0.3793103448275862;0.0;0.0;0.0;0.0;0.0;0.03487627365356623;0.04697986577181208;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.611111111111111;1
1.0;0.30000000000000004;1.0;0.06666666666666667;0.23036187113857018;0.1818181818181818;0.0;0.0;0.05555555555555555;0.1875;0.27586206896551724;0.0;0.047619047619047616;0.0;0.0;0.0;0.1583863589103764;0.19463087248322147;0.13870246085011184;0.0;0.07500000000000001;0.0;0.11194029850746269;0.0;0.1794871794871795;0.027777777777777776;0
0.375;0.22999999999999998;1.0;0.0;0.017652250661959402;0.0;0.0;0.0;0.0;0.0;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.016618839675608232;0.0;0.0;0.0;0.0;0.0;0.0;0.05555555555555555;0.0;0.0;0
1.0;0.38;1.0;0.0;0.03089143865842895;0.01818181818181818;0.0;0.0;0.05555555555555555;0.020833333333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.018232480765231856;0.01342281879194631;0.0022371364653243847;0.0;0.0;0.0;0.03731343283582089;0.0;0.02564102564102564;0.0;1
1.0;0.39;1.0;0.0;0.04854368932038835;0.054545454545454536;0.09090909090909091;0.0;0.0;0.0625;0.0;1.0;0.0;0.0;0.0;0.0;0.023206487835308796;0.017897091722595078;0.0;0.025806451612903226;0.05;0.0;0.0;0.0;0.02564102564102564;0.0;0
1.0;0.5700000000000001;1.0;0.0;0.1059135039717564;0.054545454545454536;0.06060606060606061;0.0;0.0;0.0;0.1724137931034483;0.0;0.0;0.0;0.0;0.0;0.10094406321480556;0.026845637583892617;0.0022371364653243847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.0;0.30000000000000004;1.0;0.06666666666666667;0.2736098852603707;0.17272727272727273;0.030303030303030304;0.0;0.08333333333333333;0.10416666666666666;0.3448275862068966;0.0;0.0;0.0;0.08333333333333333;0.0;0.24697026408816802;0.10290827740492169;0.026845637583892617;0.0;0.05;0.0;0.1417910447761194;0.0;0.358974358974359;0.0;0
0.375;0.32;1.0;0.0;0.008826125330979701;0.0;0.030303030303030304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007078394676647951;0.0022371364653243847;0.0;0.0;0.0;0.0;0.0;0.0;0.02564102564102564;0.027777777777777776;0
0.5;0.45;1.0;0.26666666666666666;0.0617828773168579;0.06363636363636363;0.15151515151515152;0.0;0.0;0.041666666666666664;0.0;1.0;0.0;0.0;0.0;0.0;0.05226866292368476;0.03131991051454139;0.008948545861297539;0.0064516129032258064;0.0;0.0;0.05223880597014925;0.0;0.07692307692307693;0.0;0
1.0;0.24;1.0;0.0;0.0264783759929391;0.00909090909090909;0.0;0.0;0.05555555555555555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018581825743397794;0.03131991051454139;0.0;0.0;0.0;0.0;0.11194029850746269;0.0;0.0;0.0;0
0.75;0.01;1.0;0.06666666666666667;0.10150044130626655;0.07272727272727272;0.030303030303030304;0.0;0.1388888888888889;0.041666666666666664;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.04994801414015388;0.07382550335570469;0.0;0.0;0.325;0.0;0.14925373134328357;0.0;0.02564102564102564;0.0;1
1.0;0.24;1.0;0.0;0.01323918799646955;0.0;0.0;0.0;0.027777777777777776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012459970887918486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02564102564102564;0.0;0
0.0;0.22999999999999998;1.0;0.0;0.017652250661959402;0.0;0.0;0.0;0.0;0.0;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.017433977957995422;0.0044742729306487695;0.0;0.0064516129032258064;0.0;0.0;0.0;0.0;0.05128205128205128;0.0;0
0.125;0.31;1.0;0.0;0.0441306266548985;0.01818181818181818;0.030303030303030304;0.0;0.0;0.0;0.06896551724137931;0.0;0.0;0.0;0.0;0.0;0.04481597005614473;0.02237136465324385;0.017897091722595078;0.0;0.0;0.0;0.014925373134328358;0.05555555555555555;0.0;0.0;0
0.25;0.36000000000000004;1.0;0.06666666666666667;0.04854368932038835;0.02727272727272727;0.030303030303030304;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.046512788521522144;0.01342281879194631;0.0;0.0;0.0;0.0;0.007462686567164179;0.16666666666666666;0.0;0.027777777777777776;0
1.0;0.29000000000000004;0.0;0.2;0.04854368932038835;0.02727272727272727;0.0;0.0;0.05555555555555555;0.020833333333333332;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.039925140361821584;0.017897091722595078;0.0;0.0;0.0;0.0;0.03731343283582089;0.0;0.10256410256410256;0.0;1
1.0;0.42000000000000004;1.0;0.0;0.008826125330979701;0.0;0.030303030303030304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008301102100228738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02564102564102564;0.0;0
0.5;0.75;1.0;0.0;0.06619593998234775;0.03636363636363636;0.030303030303030304;0.0;0.0;0.020833333333333332;0.10344827586206896;0.0;0.0;0.0;0.0;0.0;0.03324599708879185;0.0022371364653243847;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0
0.375;0.41000000000000003;1.0;0.0;0.03971756398940865;0.02727272727272727;0.0;0.0;0.027777777777777776;0.041666666666666664;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.024861717612809312;0.020134228187919462;0.0;0.012903225806451613;0.0;0.0;0.05223880597014925;0.0;0.02564102564102564;0.0;0
0.75;0.5800000000000001;1.0;0.0;0.02206531332744925;0.01818181818181818;0.06060606060606061;0.0;0.0;0.020833333333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.010297359118319816;0.01342281879194631;0.013422818791946308;0.0;0.025;0.0;0.0;0.0;0.0;0.0;1
1.0;0.22;1.0;0.0;0.03089143865842895;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03240590559367852;0.0044742729306487695;0.0;0.0;0.0;0.0;0.014925373134328358;0.05555555555555555;0.0;0.0;0
0.75;0.61;1.0;0.0;0.0970873786407767;0.01818181818181818;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.09597837388230401;0.020134228187919462;0.015659955257270694;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0
1.0;0.30000000000000004;1.0;0.0;0.0529567519858782;0.02727272727272727;0.0;0.0;0.0;0.041666666666666664;0.034482758620689655;0.0;0.0;0.0;0.08333333333333333;0.0;0.057392389270118534;0.03355704697986577;0.0;0.0;0.0;0.0;0.07462686567164178;0.0;0.1282051282051282;0.0;0
0.5;0.01;1.0;0.0;0.12886142983230361;0.08181818181818182;0.09090909090909091;0.0;0.05555555555555555;0.0;0.10344827586206896;0.0;0.047619047619047616;0.0;0.0;0.0;0.12465793304221251;0.09172259507829977;0.0;0.0;0.4;0.0;0.12686567164179105;0.05555555555555555;0.20512820512820512;0.0;0
1.0;0.01;1.0;0.0;0.11915269196822595;0.08181818181818182;0.0;0.0;0.1111111111111111;0.0625;0.10344827586206896;0.0;0.0;0.0;0.0;0.0;0.1000374298190892;0.053691275167785234;0.0;0.0064516129032258064;0.0;0.0;0.11194029850746269;0.0;0.23076923076923075;0.0;1
0.0;0.27;1.0;0.0;0.017652250661959402;0.00909090909090909;0.0;0.0;0.027777777777777776;0.020833333333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.00662923684757746;0.011185682326621923;0.0;0.0;0.0;0.0;0.03731343283582089;0.0;0.0;0.027777777777777776;1
0.125;0.36000000000000004;0.0;0.0;0.01147396293027361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.023809523809523808;0.0;0.0;0.0;0.0034601788313578705;0.0044742729306487695;0.006711409395973154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
0.125;0.26;1.0;0.0;0.035304501323918804;0.02727272727272727;0.06060606060606061;0.0;0.027777777777777776;0.020833333333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.027398627573300062;0.008948545861297539;0.0;0.0;0.0;0.0;0.014925373134328358;0.0;0.07692307692307693;0.0;0
0.0;0.01;1.0;0.0;0.017652250661959402;0.00909090909090909;0.06060606060606061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009823248076523185;0.015659955257270694;0.017897091722595078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0.875;0.6;1.0;0.0;0.10150044130626655;0.11818181818181817;0.21212121212121213;0.0;0.027777777777777776;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.06645872322728216;0.05592841163310962;0.022371364653243846;0.012903225806451613;0.0;0.0;0.07462686567164178;0.0;0.07692307692307693;0.0;0
1.0;0.41000000000000003;1.0;0.0;0.03971756398940865;0.01818181818181818;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03228945726762321;0.035794183445190156;0.0;0.0;0.1;0.0;0.09701492537313433;0.0;0.0;0.0;0
0.375;0.39;1.0;0.0;0.09267431597528686;0.01818181818181818;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09102100228737782;0.011185682326621923;0.006711409395973154;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0
1.0;0.67;1.0;0.0;0.0529567519858782;0.03636363636363636;0.12121212121212122;0.0;0.0;0.0;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.04153878145144521;0.008948545861297539;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.0;0.27;0.0;0.0;0.02471315092674316;0.01818181818181818;0.030303030303030304;0.0;0.0;0.020833333333333332;0.0;0.0;0.023809523809523808;0.0;0.0;0.0;0.01736743605739239;0.02237136465324385;0.0044742729306487695;0.0;0.0;0.0;0.06716417910447761;0.0;0.0;0.0;1
0.25;0.28;1.0;0.0;0.3477493380406002;0.2909090909090909;0.0;0.0;0.027777777777777776;0.3333333333333333;0.4482758620689655;0.0;0.07142857142857142;0.0;0.0;0.0;0.2439426076107299;0.17673378076062637;0.053691275167785234;0.012903225806451613;0.0;0.0;0.31343283582089554;0.0;0.3076923076923077;0.0;0
0.75;0.32;1.0;0.0;0.09267431597528686;0.01818181818181818;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08730297359118319;0.0044742729306487695;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0
0.125;0.35000000000000003;1.0;0.0;0.10414827890556046;0.0909090909090909;0.030303030303030304;0.0;0.05555555555555555;0.10416666666666666;0.06896551724137931;0.0;0.023809523809523808;0.0;0.0;0.0;0.059879392805157;0.04697986577181208;0.022371364653243846;0.0064516129032258064;0.0;0.0;0.0;0.0;0.1282051282051282;0.16666666666666666;1
1.0;0.44;1.0;0.06666666666666667;0.02912621359223301;0.01818181818181818;0.0;0.0;0.027777777777777776;0.020833333333333332;0.0;0.0;0.023809523809523808;0.0;0.0;0.0;0.0257600332709503;0.02237136465324385;0.0;0.0;0.0;0.06666666666666667;0.05970149253731343;0.0;0.02564102564102564;0.027777777777777776;0
1.0;0.01;1.0;0.0;0.0529567519858782;0.02727272727272727;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.037097109586192556;0.06487695749440715;0.06487695749440715;0.0;0.0;0.0;0.0;0.0;0.0;0.027777777777777776;0
0.875;0.22;1.0;0.06666666666666667;0.04854368932038835;0.045454545454545456;0.030303030303030304;0.0;0.0;0.0625;0.034482758620689655;1.0;0.0;0.0;0.0;0.0;0.034102724059055935;0.03355704697986577;0.0;0.0;0.0;0.0;0.06716417910447761;0.0;0.0;0.027777777777777776;0
1.0;0.28;1.0;0.0;0.20741394527802295;0.12727272727272726;0.0;0.0;0.05555555555555555;0.10416666666666666;0.20689655172413793;0.0;0.0;0.0;0.16666666666666666;0.0;0.1812102308172177;0.09395973154362415;0.017897091722595078;0.0;0.0;0.0;0.18656716417910446;0.0;0.2564102564102564;0.0;1
0.75;0.21;1.0;0.06666666666666667;0.07060900264783761;0.00909090909090909;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.06149303389478062;0.011185682326621923;0.0;0.0064516129032258064;0.0;0.0;0.022388059701492536;0.1111111111111111;0.0;0.0;0
0.375;0.34;1.0;0.0;0.017652250661959402;0.0;0.0;0.0;0.0;0.0;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.008301102100228738;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02564102564102564;0.0;0
0.0;0.01;1.0;0.0;0.12797881729920565;0.03636363636363636;0.0;0.4444444444444444;0.0;0.020833333333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.11177375753794966;0.04250559284116331;0.03131991051454139;0.0;0.05;0.0;0.0;0.16666666666666666;0.0;0.0;0
0.75;0.62;1.0;0.06666666666666667;0.057369814651368055;0.045454545454545456;0.06060606060606061;0.0;0.027777777777777776;0.041666666666666664;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.035558328134747345;0.05145413870246085;0.03131991051454139;0.03225806451612903;0.0;0.0;0.0;0.0;0.0;0.1388888888888889;0
0.875;0.27;1.0;0.0;0.17210944395410416;0.10909090909090909;0.0;0.0;0.3611111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1621459762944479;0.03131991051454139;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.05555555555555555;0
0.375;0.01;1.0;0.0;0.057369814651368055;0.02727272727272727;0.0;0.0;0.0;0.020833333333333332;0.06896551724137931;0.0;0.0;0.0;0.0;0.0;0.048209606986899564;0.0044742729306487695;0.0;0.0;0.0;0.0;0.0;0.05555555555555555;0.0;0.0;0
1.0;0.41000000000000003;1.0;0.0;0.14563106796116507;0.045454545454545456;0.0;0.2222222222222222;0.027777777777777776;0.0;0.06896551724137931;0.0;0.0;0.0;0.0;0.1;0.14707423580786028;0.03803131991051454;0.022371364653243846;0.0;0.0;0.0;0.007462686567164179;0.2222222222222222;0.05128205128205128;0.027777777777777776;0
0.125;0.37000000000000005;1.0;0.0;0.1588702559576346;0.045454545454545456;0.030303030303030304;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.3333333333333333;0.0;0.1545685173632772;0.03355704697986577;0.008948545861297539;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0
0.0;0.34;0.0;0.0;0.02206531332744925;0.00909090909090909;0.0;0.0;0.0;0.020833333333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.016785194427115825;0.0022371364653243847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
0.125;0.49000000000000005;1.0;0.0;0.0529567519858782;0.06363636363636363;0.12121212121212122;0.0;0.0;0.08333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.029636098981077146;0.0447427293064877;0.024608501118568233;0.0;0.0;0.0;0.0;0.0;0.0;0.2777777777777778;0
0.5;0.32;1.0;0.0;0.017652250661959402;0.0;0.0;0.0;0.0;0.0;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.012426699937616966;0.006711409395973154;0.0022371364653243847;0.0;0.0;0.0;0.007462686567164179;0.0;0.02564102564102564;0.027777777777777776;0
0.0;0.33;1.0;0.0;0.03089143865842895;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02909544603867748;0.0;0.0;0.0;0.0;0.0;0.0;0.05555555555555555;0.0;0.0;1
0.375;0.01;1.0;0.0;0.11473962930273611;0.045454545454545456;0.06060606060606061;0.3333333333333333;0.0;0.020833333333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.08023289665211061;0.035794183445190156;0.03355704697986577;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0
0.0;0.47000000000000003;1.0;0.0;0.01323918799646955;0.00909090909090909;0.030303030303030304;0.0;0.0;0.020833333333333332;0.0;0.0;0.0;0.0;0.0;0.0;0.005847369515491786;0.008948545861297539;0.0;0.0064516129032258064;0.0;0.0;0.022388059701492536;0.0;0.0;0.027777777777777776;0
0.25;0.4;0.0;0.0;0.02206531332744925;0.01818181818181818;0.0;0.0;0.027777777777777776;0.041666666666666664;0.0;0.0;0.0;0.0;0.0;0.0;0.016219588271990017;0.020134228187919462;0.011185682326621923;0.025806451612903226;0.0;0.0;0.0;0.0;0.0;0.027777777777777776;0
0.125;0.30000000000000004;1.0;0.0;0.24271844660194175;0.21818181818181817;0.030303030303030304;0.0;0.3611111111111111;0.20833333333333331;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.1538864628820961;0.10514541387024608;0.05592841163310962;0.03225806451612903;0.0;0.0;0.03731343283582089;0.0;0.3333333333333333;0.0;0
0.5;0.44;1.0;0.0;0.03971756398940865;0.045454545454545456;0.09090909090909091;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.007901850696610521;0.015659955257270694;0.0044742729306487695;0.0064516129032258064;0.05;0.0;0.014925373134328358;0.0;0.0;0.027777777777777776;0
0.75;0.01;1.0;0.0;0.1500441306266549;0.0909090909090909;0.0;0.0;0.027777777777777776;0.0625;0.24137931034482757;0.0;0.0;0.0;0.0;0.0;0.11304637138698272;0.16778523489932884;0.17002237136465323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
0.75;0.01;1.0;0.0;0.01323918799646955;0.0;0.0;0.0;0.027777777777777776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012468288625493864;0.006711409395973154;0.0022371364653243847;0.0;0.0;0.0;0.014925373134328358;0.0;0.02564102564102564;0.0;1
1.0;0.16;1.0;0.0;0.0264783759929391;0.00909090909090909;0.030303030303030304;0.0;0.0;0.0;0.034482758620689655;0.0;0.0;0.0;0.0;0.0;0.0066126013724267;0.006711409395973154;0.0;0.0;0.0;0.0;0.029850746268656716;0.0;0.0;0.0;0
0.125;0.41000000000000003;1.0;0.0;0.04854368932038835;0.03636363636363636;0.0;0.0;0.0;0.0625;0.06896551724137931;0.0;0.0;0.0;0.0;0.0;0.029852360158037012;0.020134228187919462;0.0;0.0;0.0;0.0;0.05970149253731343;0.0;0.05128205128205128;0.0;0
0.125;0.24;1.0;0.0;0.0794351279788173;0.045454545454545456;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07479309627781243;0.01342281879194631;0.0022371364653243847;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;1
1.0;0.30000000000000004;1.0;0.0;0.02206531332744925;0.00909090909090909;0.0;0.0;0.027777777777777776;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.020736119775421086;0.011185682326621923;0.0;0.0;0.0;0.0;0.03731343283582089;0.0;0.02564102564102564;0.0;1
0.125;0.56;1.0;0.0;0.2030008826125331;0.19999999999999998;0.3939393939393939;0.0;0.05555555555555555;0.125;0.06896551724137931;0.0;0.0;0.0;0.0;0.0;0.12866708255354542;0.0447427293064877;0.013422818791946308;0.0;0.0;0.0;0.0;0.0;0.3846153846153846;0.0;1
0.25;0.45;1.0;0.0;0.035304501323918804;0.00909090909090909;0.0;0.0;0.0;0.0;0.06896551724137931;0.0;0.0;0.0;0.0;0.0;0.03448533998752339;0.0044742729306487695;0.0;0.0;0.0;0.0;0.007462686567164179;0.1111111111111111;0.0;0.0;0
1.0;0.7200000000000001;1.0;0.2;0.088261253309797;0.03636363636363636;0.0;0.0;0.0;0.0;0.1724137931034483;0.0;0.0;0.0;0.0;0.0;0.09552089831565813;0.12080536912751677;0.12080536912751677;0.0;0.0;0.0;0.0;0.05555555555555555;0.0;0.0;1
